title,category,image_url,ingredients,instructions
Jogurtowy sernik,Zupy,,,
Zupa kimchi,Zupy,https://www.jadlonomia.com/wp-content/uploads/2016/02/IMG_8856m-600x900.jpg,"1 duża cebula olej; 1 łyżka koncentratu pomidorowego ½ – 1 łyżeczka cukru trzcinowego; 4 szklanki kimchi / 800 g / połowa porcji z tego przepisu 2 szklanki bulionu warzywnego; 1 opakowanie tofu / 250 g do podania: świeży szczypior, podprażone ziarna sezamu opcjonalnie do podania: kawałki płatów nori, olej sezamowy","Cebulę pokroić w drobną kostkę. Na dnie garnka rozgrzać olej, dodać cebulkę i smażyć na złoto przez 3 – 4 minuty.
Następnie dodać koncentrat i cukier, dokładnie zamieszać i podsmażać przez 1 – 2 minuty.
Po upływie tego czasu dodać kimchi oraz bulion, całość przykryć i doprowadzić do wrzenia. Gotować przez 5 minut, na sam koniec dodać pokrojone w kostkę tofu i porządnie wymieszać. Podawać ze świeżym szczypiorem oraz podprażonym sezamem, świetnie smakuje też skropiona olejem sezamowym z kawałkami wodorostów nori."
Dal z czarnej soczewicy,Zupy,,,
Zimowy krem pomidorowy,Zupy,https://www.jadlonomia.com/wp-content/uploads/2016/02/MG_8626-600x900.jpg,"½ bulwy fenkułu ½ dojrzałej gruszki ½ łyżeczki płatków chili ½ szklanki białego wina oliwa; 2 puszki pomidorów 1 szklanka bulionu sól i czarny pieprz do podania: oliwa, grzanki i listki fenkułu oraz opcjonalnie migdałowy parmezan","Gruszkę obrać i pokroić, fenkuła posiekać na cienkie paski. Na dnie garnka rozgrzać oliwę. Dodać gruszkę, fenkuła oraz płatki chili i podsmażać przez 3 minuty na małym ogniu. Następnie dodać wino i gotować kolejne 3 minuty do czasu, aż odparuje.
Następnie dodać pomidory, bulion oraz sporą szczyptą soli i pieprzu. Gotować bez przykrycia przez 10 – 15 minut, nastęnie doprawić do smaku i zblendować na gładki krem.
Podawać z oliwą, grzankami i listkami fenkuła, świetnie smakuje przy romantycznej muzyce i filmach z happy endem."
Zimowy krem pomidorowy,Zupy,,,
Toskański krem pomidorowy,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/09/MG_5407-600x900.jpg,"2 kg dojrzałych pomidorów 1 laska selera naciowego z liśćmi 1 ząbek czosnku oliwa z oliwek sól i czarny pieprz 3 – 4 szklanki wody 2 kromki chleba 1 – 2 łyżeczki cukru trzcinowego do podania: oliwa z oliwek, bazylia oraz opcjonalnie grzanki","Zagotować dużą ilość gorącej wody. Wszystkie pomidory delikatnie naciąć na krzyż, przełożyć do dużej miski i zalać wrzątkiem – dzięki temu będzie łatwiej zdjąć skórkę. Pozostawić na kilka minut, następnie wszystkie obrać, a dodatkowo połowę pomidorów przekroić na pół i przy pomocy łyżeczki wyjąć wodnisty miąższ z pestkami.
Kiedy wszystkie pomidory będą gotowe na dnie garnka rozgrzać oliwę. Czosnek posiekać, seler pokroić w cienkie, przezroczyste paseczki i podsmażyć wszystko przez 1 – 2 minuty.
Dodać pomidory, 1/2 łyżeczki soli, 1/2 łyżeczki cukru, szczyptę pieprzu oraz wodę i dusić bez przykrycia na małym ogniu przez przynajmniej 60 minut.
Po upływie tego czasu zupę spróbować i w razie potrzeby dodać odrobinę cukru trzcinowego. Następnie chleb pokroić w drobną kostkę, dodać do zupy i gotować przez kolejne 30 minut. Podawać z oliwą, podartą bazylią i ewentualnie garścią dodatkowych grzanek."
Meksykański krem kukurydziany,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/08/MG_5140-600x900.jpg,"4 kolby kukurydzy 2 ziemniaki ½ łyżeczki słodkiej papryki ½ łyżeczki kuminu ¼ łyżeczki wędzonej papryki ¼ łyżeczki ostrej papryki ¼ łyżeczki mielonej kolendry oliwa z oliwek ¾ litra bulionu warzywnego sól i czarny pieprz do podania: dojrzałe awokado, ćwiartki limonki, świeża kolendra oraz wędzona papryka i sól","Kolby kukurydzy pozbawić liści i przy pomocy ostrego noża oskrobać z ziaren. Ziemniaki obrać i pokroić w drobną kostkę.
Na dnie garnka rozgrzać olej i dodać ziemniaki. Podsmażać przez 1 – 2 minuty, po tym czasie dodać kukurydzę oraz wszystkie przyprawy, zamieszać i dusić przez 3 minuty. Następnie wlać bulion i gotować pod przykryciem przez około 10 minut, czyli do czasu, aż ziemniaki będą miękkie.
Na koniec zmiksować na gładki krem, doprawić do smaku solą oraz pieprzem. Podawać z kawałkami dojrzałego awokado, skropione sokiem z limonki oraz obsypane wędzoną papryką i świeżo mieloną solą oraz pieprzem."
Cytrynowa zupa z cukinii,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/08/MG_4767-600x900.jpg,"1 kg żółtej cukinii 200 g ziemniaków ½ łyżeczki kurkumy kilka plasterków papryczki chili skórka otarta z ½ cytryny oliwa z oliwek ½ litra bulionu warzywnego 1 – 2 łyżeczki soku z cytryny sól oraz czarny pieprz do podania: czarny sezam, kolendra lub pietruszka","Cukinie obrać i pokroić na grube plastry, ziemniaki obrać i pokroić w kostkę.
Na dnie garnka rozgrzać kilka łyżek oliwy i dodać cukinię wraz ziemniakami, skórką z cytryny, kurkumą oraz papryczką chili. Dokładnie zamieszać i podsmażać na niewielkim ogniu przez 10 minut. Na sam koniec wyłowić kilka plasterków cukinii i odłożyć na bok do podania.
Po tym czasie do garnka wlać bulion i gotować kolejne 5 – 8 minut. Kiedy warzywa będą bardzo miękkie zblendować wszystko na gładki krem, doprawić do smaku sokiem z cytryną, solą oraz czarnym pieprzem. Podawać z plasterkami podsmażonej cukinii, obsypane czarnym sezamem oraz natką kolendry lub pietruszki."
Gazpacho malinowe,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/07/MG_4138-600x900.jpg,"1 kg pomidorów malinowych 400 g malin 1 papryka czerwona 1 czerwona cebula 2 plaster bagietki sok z 1 limonki ¼ szklanki liści świeżej kolendry 2 łyżki liści świeżej mięty 1 łyżeczka mielonego kuminu kilka kropel tabasco sól i pieprz do podania: oliwa z oliwek, pokrojona papryka, czerwona cebula i kolendra","Zagotować wodę, pomidory naciąć i włożyć do dużej miski. Zalać wrzątkiem i pozostawić na 1 – 2 minuty, po tym czasie zdjąć skórkę i wykroić szypułkę.
Z papryki wykroić gniazdo nasienne i pokroić ją na mniejsze kawałki, cebulę obrać i pokroić na ćwiartki.
Obrane pomidory razem z resztą składników włożyć do naczynia kielichowego blendera* i zmiksować na gładką zupę. Na koniec doprawić solą, pieprzem oraz tabasco do smaku, schłodzić i podawać skropione oliwą, z papryką, cebulą oraz świeżą kolendrą."
Puszyste ciasto z truskawkami,Zupy,,,
Krem z białych szparagów z wędzonym czipsem,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2997-2-600x900.jpg,"1 pęczek białych szparagów ½ łyżeczki syropu z agawy 1 gałązka świeżego lubczyku 1 litr wody sól oliwa z oliwek; 1 ziemniak ¾ – 1 litr bulionu z obierków szparagów szczypta świeżo zmielonej gałki oliwa z oliwek sól i czarny pieprz; Składniki na wędzone czipsy: 2 ziemniaki 1 łyżeczka wędzonej papryki, do kupienia tutaj 1 łyżeczka syropu klonowego 2 łyżki oleju sól i czarny pieprz","Piekarnik rozgrzać do 200 stopni. Szparagi obrać, zdrewniałe końcówki odciąć i wszystko odłożyć na boknie wyrzucając.
Na dnie dużego garnka rozgrzać oliwę, dodać obierki oraz końcówki, syrop z agawy i podsmażać przez 3 – 5 minut. Następnie wlać wodę, dodać lubczyk oraz sól i gotować przez 30 minut.
W międzyczasie przygotować czipsy. Ziemniaki obrać i pokroić w talarki, syrop klonowy połączyć w małej miseczce z wędzoną papryką, olejem i solą. Każdy talarek natrzeć mieszanką i układać na blasze wyłożonej papierem do pieczenia. Piec w piekarniku przez 10 – 12 minut do czasu, aż czipsy będą złociste i miękkie.
Gdy czipsy się pieką szparagi pokroić na mniejsze części, ziemniaka obrać i pokroić w małą kostkę. Na dnie garnka rozgrzać oliwę, dodać ziemniaka oraz pokrojone szparagi i podsmażać przez 2 – 3 minuty, po tym czasie wlać przecedzony bulion i gotować wszystko 15 – 20 minut.
Na koniec zblendować, doprawić do smaku solą, pieprzem oraz gałką. Podawać ziemniaczanym czipsem i kilkoma kroplami oliwy."
Chłodnik z botwiny z awokado,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2960-600x900.jpg,"1 pęczek botwiny / 4 duże buraczki z liśćmi 1 litry bulionu sól; 1 szklanka nerkowców, namoczonych przez noc w zimnej wodzie 4 łyżki soku z cytryny 3 szklanki świeżej wody szczypta soli; 1 pęczek rzodkiewek 1 ogórek 1 – 2 dojrzałe awokado garść szczypiorku i mała garść mięty sól i czarny pieprz","Botwinkę dokładnie umyć. Buraczki wyszorować, odciąć korzonki i pokroić w kostkę; łodyżki posiekać w drobne paseczki. Zalać wszystko bulionem ze szczyptą soli i gotować 7 – 10 minut, następnie pokroić liście, dodać do garnka i gotować kolejne 2 – 3 minuty. Odstawić na bok do wystudzenia.
Namoczone nerkowce przełożyć do blendera kielichowego wraz z wodą i szczyptą soli. Blendować przez 1 – 2 minuty, następnie przecedzić przez gazę do butelki – w gazie pozostaną resztki orzechów, a w butelce znajdzie się gotowe mleko nerkowcowe. Wlać do niego sok z cytryny, dokładnie zamieszać i odstawić.
Rzodkiewkę pokroić w drobną kostkę; ogórka obrać, wypestkować i również pokroić w kostkę. Zioła posiekać, a awokado przekroić na pół i obficie skropić sokiem z cytryny.
Do wystudzonego wywaru botwinkowego wlać zakwaszone mleko nerkowcowe i dokładnie wymieszać, doprawić do smaku solą oraz pieprzem. Podawać z pokrojonymi warzywami, ziołami i kawałkiem awokado."
Chłodnik z botwiny z awokado,Zupy,,,
Botwinka z mlekiem kokosowym,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/05/MG_2617-600x900.jpg,3 cm świeżego imbiru ½ papryczki chili 1 ząbek czosnku 2 łyżki oleju kokosowego lub innego roślinnego 2 pęczki botwinki z buraczkami 2 ziemniaki 1 korzeń pietruszki 1 marchewka 1 łyżeczka mielonej kolendry 1 łyżeczka mielonego kumin sól i czarny pieprz 1 – ½ l bulionu warzywnego 1 puszka mleka kokosowego / 400 ml 1 – 2 łyżki soku z cytryny świeża kolendra do podania,"Imbir i czosnek obrać, papryczkę chili pozbawić pestek, a następnie wszystko drobno posiekać. Na dnie dużego garnka rozgrzać olej i dodać posiekane składniki, smażyć na minimalnym ogniu przez 1- 2 minuty.
Liście botwinki grubo pokroić, buraczki wyszorować i pokroić w drobną kostkę. Ziemniaki, pietruszkę oraz marchew obrać i pokroić w równą kostkę.
Do podsmażonego czosnku, chili i imbiru dodać tak przygotowane warzywa, szczyptę soli i kumin z kolendrą. Dusić co jakiś czas mieszając przez 10 – 15 minut.
Wlać bulion i mleko kokosowe, gotować pod przykryciem przez kolejne 15 minut. Na koniec doprawić do smaku solą oraz sokiem z cytryny. Podawać ze świeżą kolendrą lub pietruszką."
Żurek z pieczonymi ziemniakami,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/03/MG_1617-600x900.jpg,"Składniki na bulion:; 1 bulwa selera, duża 1 korzeń pietruszki, duży 1 marchewka, mała 1 cebula 10 suszonych grzybów 1 łyżeczka majeranku ½ łyżeczki lubczyku 2 łyżeczki dobrego oleju 1 łyżeczka soli; 4 – 6 ząbków czosnku 4 liście laurowe 4 ziarna ziela 6 ziaren pieprzu; 2 l wody; Pieczone ziemniaki: 4 duże ziemniaki 2 – 3 łyżki oleju roślinnego ½ łyżeczki majeranku ½ łyżeczki lubczyku ½ łyżeczki pietruszki sól i czarny pieprz; Pozostałe: 350 – 500 ml żuru 2 łyżeczki tartego chrzanu 1 łyżeczka majeranku","Warzywa obrać lub wyszorować, nie kroić. Włożyć do dużego garnka, w którym planujemy gotować zupę.
Rozgrzać na sucho niedużą patelnię, położyć na niej ząbki czosnku i prażyć minutę. Następnie obok położyć liść laurowy, ziele angielskie oraz ziarna pieprzu i prażyć kolejne 30 sekund, po czym wszystko zdjąć z patelni i wsypać do garnka z warzywami.
Wlać odmierzoną wodę i przykryć garnek. Gotować pod przykryciem, na minimalnym ogniu przez 1 – 1,5 godziny.
W międzyczasie piekarnik rozgrzać do 200 stopni. Ziemniaki obrać, pokroić w kostkę i włożyć do dużej miski. Dodać olej oraz wszystkie przyprawy i dokładnie natrzeć ziemniaki. Następnie ułożyć je na blasze wyłożonej papierem do pieczenia i piec przez 25 – 35 minut do momentu, aż będą złote i chrupiące.
Kiedy bulion będzie gotowy, zdjąć garnek z ognia i przecedzić bulion przez sito.
Czysty bulion ponownie wlać do garnka i lekko podgrzewając stopniowo dodawać żur, aby zupa nie była za kwaśna. Na koniec dodać chrzan oraz majeranek, doprawić do smaku solą i pieprzem, podawać gorący z pieczonymi ziemniakami."
Cytrynowa zupa fasolowa z harissą,Zupy,,,
Cytrynowa zupa fasolowa z harissą,Zupy,https://www.jadlonomia.com/wp-content/uploads/2015/01/MG_9988-600x900.jpg,"1 szklanka suchej fasoli namoczonej przez noc ½ pora 1 łyżeczka mielonego kuminu skórka otarta z ½ cytryny olej 4 laski selera 2 ziemniaki 2 łyżeczki harissy 2 liście laurowe 1,5 – 2 litrów bulionu sok z ½ – 1 cytryny pęczek kolendry sól i czarny pieprz","Namoczoną fasolę odcedzić, zalać świeżą, nieosoloną wodą i gotować przez około 45 – 50 minut do czasu, aż zmięknie.
W międzyczasie pora pokroić w talarki, na dnie dużego garnka rozgrzać olej i dodać pokrojonego pora. Smażyć przez 3 – 4 minut, a kiedy się zeszkli dodać skórę z cytryny oraz kumin i podsmażać kolejne 5 minut.
Ziemniaki obrać i pokroić w kostkę, selera pokroić w cienkie paseczki. Tak przygotowane warzywa dodać do garnka razem z harissą oraz liśćmi laurowymi i smażyć na małym ogniu kolejne 10 minut.
Ugotowaną fasolę odcedzić i dodać do podsmażonych warzyw w garnku. Dokładnie wymieszać, wciąż smażąc je na małym ogniu, a następnie wlać bulion i gotować pod przykryciem 12 – 18 minut do czasu aż warzywa będą miękkie.
Na koniec gotową zupę doprawić solą i pieprzem i wcisnąć sok z cytryny. Podawać ze świeżą kolendrą i ulubionym pieczywem."
Wigilijny barszcz na zakwasie,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/12/MG_9634-600x900.jpg,"1 porcja zakwasu buraczanego; Bulion: 1 litr wody 3 nieduże marchewki 1 nieduża pietruszka 1 por, tylko ciemnozielone liście ¼ selera ½ jabłka 2 suszone śliwki 10 suszonych grzybów 4 ziarna ziela angielskiego 4 liście laurowe 4 jałowce 2 goździki 1 łyżeczka oleju sól oraz: 1 łyżeczka majeranku, świeżo mielony pieprz","Wszystkie warzywa na bulion dokładnie wyszorować. Seler obrać, a resztę warzyw oraz jabłko pozostawić w skórkach. Tak przygotowane włożyć do dużego garnka razem z resztą składników, przykryć i gotować na małym ogniu przez przynajmniej 1 godzinę.
Po tym czasie bulion odcedzić, dokładnie wyciskając warzywa z płynu. Gotowy zakwas wraz z buraczkami wlać do garnka, dodać do niego 0,75 litra bulionu, majeranek oraz pieprz i podgrzewać na minimalnym ogniu przez kilka minut. Po tym czasie spróbować i w razie potrzeby dodać więcej bulionu.
Tak przygotowany barszcz należy podgrzewać przez przynajmniej 30 minut na niedużym ogniu pilnując, aby się nie zagotował. Na koniec doprawić do smaku solą oraz pieprzem i podawać z uszkami lub czysty."
Tofuryba świąteczna,Zupy,,,
Marokański krem dyniowy z daktylami,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/10/MG_2805-600x900.jpg,"1,5 kg dyni piżmowej / 1 dynia; 1 cebula 1 łyżeczka mielonego kuminu ¼ łyżeczki mielonej kolendry ¼ łyżeczki cynamonu ¼ łyżeczki kardamonu ¼ łyżeczki chili spora szczypta zmielonej gałki muszkatołowej olej; 1 ½ l bulionu warzywnego 1 – 2 łyżki soku z cytryny sól i czarny pieprz do podania: oliwa, sok z cytryny, garść migdałów i kilka dobrych daktyli","Piekarnik rozgrzać do 200 stopni. Dynie przekroić na pół, ułożyć na blasze wyłożonej papierem do pieczenia i piec przez 45 – 60 minut do czasu, aż będzie bardzo miękka i soczysta.
Z upieczonej dyni przy pomocy łyżki wyjąć pestki, następnie wydrążyć miąższ.
Cebulę pokroić w pióra. Na dnie garnka rozgrzać kilka łyżek oleju i dodać cebulę, smażyć przez kilka minut na małym ogniu do czasu, aż cebula się zeszkli. Kiedy cebula będzie miękka, dodać wszystkie przyprawy, intensywnie zamieszać i smażyć jeszcze minutę. Po tym czasie dodać miąższ dyni, dokładnie wymieszać z cebulę oraz przyprawami i dusić pod przykryciem przez 15 minut.
Po tym czasie wlać bulion oraz sok z cytryny i zmiksować z miękką dynią. Doprawić do smaku solą oraz pieprzem, podawać z kilkoma kroplami oliwy, sokiem z cytryny i kawałkami dobrych daktyli."
Krem pomidorowy z pieczonymi paprykami,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/08/MG_7503-600x900.jpg,"6 – 8 czerwonych papryk 2 kg dojrzałych pomidorów 2 – 4 ząbki czosnku; 1 – 1 1/2 szklanki bulionu warzywnego 1 łyżka oliwy 1 łyżka soku z cytryny lub octu sól i czarny pieprz do podania: grzanki z ulubionego pieczywa, świeża bazylia i dobra oliwa z oliwek","Piekarnik rozgrzać do 200 stopni, najlepiej używając opcji termoobiegu. Papryki przekroić na pół, wyjąć gniazda nasienne i gąbczaste błony. Ułożyć na blasze wyłożonej papierem do pieczenia skórą do góry. Pomidory pozbawić szypułek, ułożyć na drugiej blasze wyłożonej papierem wraz z ząbkami czosnku w łupinie, piec przez 30 – 40 minut do czasu, aż brzegi papryk zaczną się zwęglać. Wtedy wyjąć obydwie blachy z piekarnika.
Gorące papryki wyjąć, włożyć do szczelnego plastikowego pojemnika lub małego garnka z pokrywką i odłożyć na 15 minut. Dzięki temu papryki będzie znacznie łatwiej obrać.
W międzyczasie czosnek wycisnąć z łupin, a na dnie garnka rozgrzać łyżkę oliwy. Zsunąć do garnka upieczone pomidory, ząbki czosnku wyciśnięte z łupiny oraz sporą szczyptę soli. Dusić przez 10 – 20 minut na małym ogniu, w międzyczasie obierając zaparowane papryki, usuwając czarną, zwęgloną część skórki.
Do podduszonych pomidorów dodać oskórowane papryki, chlust bulionu, sok z cytryny i wszystko zmiksować na gładki krem. Doprawić do smaku solą i czarnym pieprzem, podawać gorące wraz z grzankami, bazylią oraz oliwą."
Chowder kukurydziany,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/07/MG_8560-600x900.jpg,"2 kolby kukurydzy ½ małego kalafiora 1 młody por 5 suszonych pomidorów z oleju 2 liście laurowe 1 ziele angielskie ¼ łyżeczki chili ¼ łyżeczki wędzonej papryki kilka łyżek oleju z pomidorów; 1 pęczek szczypiorku z cebulkami 1 litr mleka roślinnego niesłodzonego, ja użyłam orkiszowego 1 szklanka bulionu warzywnego spora szczypta świeżo startej gałki muszkatałowej sól i czarny pieprz","Każdą kolbę kukurydzy oskrobać z nasion przy pomocy ostrego noża, suszone pomidory posiekać w kostkę, kalafiora pokroić na bardzo małe różyczki, a pora w talarki. Na dnie dużego garnka rozgrzać kilka łyżek oleju z suszonych pomidorów, dodać tam pokrojone warzywa razem ze wszystkimi przyprawami poza gałką. Dusić na oleju przez 10 minut co jakiś czas mieszając.
W międzyczasie posiekać szczypior razem z cebulkami. Do podduszonych warzyw wlać mleko i gotować na małym ogniu przez około 15 – 20 minut do czasu, aż kalafior będzie miękki.
Jeśli gotowa zupa jest za gęsta, wlać bulion w całości lub tylko część. Doprawić szczyptą świeżo startej gałki, dodać sól i czarny pieprz do smaku, wsypać ¾ posiekanego szczypioru i dokładnie zamieszać. Podawać z łyżką świeżego szczypioru i ulubionym pieczywem."
Miętowy chłodnik z ogórków,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/06/MG_7478-600x900.jpg,1 kg ogórków 1 dojrzałe awokado garść liści mięty sok z ½ limonki sok z ¼ – ½ cytryny 1- 2 łyżeczki syropu z agawy mały kawałek papryczki chili sól i czarny pieprz garść kostek lodu do podania: płatki migdałów oraz oliwa z oliwek,"Ogórki obrać, przeciąć wzdłuż na pół i przy pomocy łyżeczki wydrążyć. Pestki wyrzucić.
Tak przygotowane ogórki włożyć do naczynia blendera razem z resztą składników i zmiksować na gładki krem. Doprawić do smaku solą i pieprzem, ponownie zmiksować. Przelać do miseczek, skropić oliwą z oliwek i posypać płatkami migdałowymi."
Chrzanowy krem z groszku i kalarepy,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/04/MG_4084-600x900.jpg,"2 pory, tylko biała część 4 kalarepy 1 ½ szklanki mrożonego groszku 3 – 4 łyżki świeżo startego chrzanu 1 ½ l bulionu 2 – 3 łyżeczki soku z cytryny mała szczypta gałki muszkatołowej delikatny olej sól i czarny pieprz","Pory pokroić na talarki, kalarepy obrać i pokroić w grubą kostkę. Na dnie dużego garnka rozgrzać kilka łyżek oleju, dodać pokrojone warzywa oraz świeżo starty chrzan i smażyć ją na bardzo małym ogniu przez 10 – 15 minut do czasu, aż pory bardzo zmiękną.
W tym czasie w niedużym rondelku zagotować wodę, dodać groszek i gotować go przez 4 – 6 minut, do czasu, aż będzie miękki, ale wciąż zielony i lekko chrupiący. Ugotowany groszek przecedzić na durszlaku i szybko przełożyć do lodowatej wody, kiedy woda zacznie się nagrzewać wylać ją i wlać nową partię zimnej wody. Dzięki temu groszek zachowa piękny kolor.
Odsypać pół szklanki groszku, jeśli chcecie posypać nim zupę. Do miękkich warzyw w garnku wlać bulion, gotować przez 5 – 10 minut, do czasu aż warzywa będą bardzo miękkie, następnie dodać groszek i wszystko zmiksować na gładki krem. Dodać sok z cytryny, szczyptę gałki, doprawić do smaku solą i pieprzem. Podawać posypane zielonym groszkiem i lekko skropione ulubionym olejem."
Pasta z groszku i szczawiu,Zupy,,,
Krem z selera,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/03/MG_2312-600x900.jpg,"1 duży seler (800 – 900 g) 1 duży ziemniak 1 por, tylko biała część 1 jabłko 2 litry bulionu warzywnego 1 szklanka mleka, ja użyłam orkiszowego spora szczypta gałki muszkatołowej sól i czarny pieprz olej roślinny; Czosnkowe grzanki: 4 kromki czerstwego pieczywa, pokrojone w drobną kostkę ząbek czosnku po małej szczypcie tymianku i majeranku 3 łyżki oleju sól","Na dnie dużego garnka rozgrzać kilka łyżek oleju, pora pokroić w talarki i dodać do garnka, dusząc go na małym ogniu przez około 5 – 8 minut do czasu, aż będzie miękki i słodki.
W międzyczasie selera, ziemniaka i jabłko obrać a następnie pokroić w drobną kostkę – szczególnie ziemniaki i seler powinny być pokrojone na małe kawałki. Dodać warzywa do pora, dokładnie zamieszać i wlać bulion. Gotować pod przykryciem przez około 20 – 30 minut do czasu, aż warzywa będą bardzo, bardzo miękkie.
W międzyczasie przygotować grzanki – czosnek drobno posiekać, wymieszać z olejem, szczyptą soli i ziołami. Następnie tak przygotowanym olejem polać grzanki i dokładnie wymieszać, żeby były równo pokryte pachnącą mieszanką. Wysypać je na suchą patelnię i chwilę prażyć do czasu, aż zaczną się złocić i intensywnie pachnieć.
Ugotowane w bulionie warzywa zmiksować na gładki krem, wlać szklankę mleka i doprawić do smaku solą, pieprzem oraz sporą szczyptą gałki i ponownie zmiksować. Podawać z czosnkowymi grzankami."
"Briam, greckie pieczone warzywa",Zupy,,,
Flaczki z boczniaków,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/03/MG_1147-600x900.jpg,500 g boczniaków 1 mała pietruszka 1 mała marchewka ¼ dużego selera 1 cebula 2 liście laurowe 3 ziela angielskie olej; ½ łyżeczki imbiru ¼ łyżeczki gałki 1 łyżeczka majeranku ½ łyżeczki lubczyku 2 litry wody sól i czarny pieprz,"Boczniaki oczyścić starannie papierowym ręcznikiem, pokroić w paseczki. Marchew, pietruszkę i seler obrać i pokroić w drobną kostkę, cebulę drobno posiekać.
Na dnie dużego garnka rozgrzać olej, dodać pokrojone warzywa i grzyby wraz z liśćmi laurowymi i zielem angielskim i dusić przez 15 minut na niedużym ogniu.
Kiedy warzywa się podduszą wsypać pozostałe przyprawy oraz wodę z łyżeczką soli. Gotować pod przykryciem kolejne 15 – 20 minut do czasu, aż warzywa będą miękkie. Na koniec doprawić do smaku solą i czarnym pieprzem."
Pasztet z recyklingu,Zupy,,,
Niestraszna mi skorzonera!,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/02/zdjęcie-2-1.png,"100 g skorzonery, do kupienia przez internet tutaj 100 g marchewki 100 g pietruszki 100 g ziemniaków 100 g pora 150 g kaszy pęczak 2 liście laurowe 3 ziarna angielskie 2 ząbki czosnku 1 łyżeczka lubczyku 1 łyżeczka majeranku sól i czarny pieprz 2 litry wody do podania: natka pietruszki i koperek","Warzywa korzeniowe obrać i pokroić w drobną kostkę, pora pokroić w cienkie talarki. Na dnie dużego garnka z grubym dnem rozgrzać kilka łyżek oleju, dodać wszystkie warzywa razem z zielem angielskim, liściem laurowym i posiekanym czosnkiem. Dusić 10 minut na małym ogniu.
Następnie dodać opłukaną kaszę pęczak razem z wodą, majerankiem i lubczykiem. Przykryć i gotować 20 minut lub do czasu, aż kasza będzie miękka. Doprawić do smaku solą i pieprzem, podawać z natką pietruszki lub koperkiem."
Świąteczna sałatka orzechowa,Zupy,,,
Wegetariański rosół? Poproszę!,Zupy,https://www.jadlonomia.com/wp-content/uploads/2014/02/MG_1020-600x900.jpg,"2,5 litra zimnej wody 2 cebule 3 marchewki 2 pietruszki 1 duża bulwa selera zielone liście pora natka pietruszki, liście oraz łodyżki łodyżka świeżego lubczyku 1 łyżka oleju; Przyprawy: 2 goździki 4 ziarna ziela angielskiego 10 ziaren pieprzu 4 liście laurowe 2 ząbki czosnku ½ łyżeczki kurkumy 2 łyżki sosu sojowego kawałek imbiru długości 3 cm, można pominąć 1 łyżeczka lubczyku, jeśli nie mieliście świeżego sól","Warzywa dokładnie wyszorować, nie obierać i nie przekrojone włożyć do dużego garnka. Umytą cebulę obrać, łupiny przełożyć do garnka (dodadzą pięknego koloru) a wnętrze cebul przekroić na pół i każdą opalić nad ogniem kuchenki do czasu, aż będzie wyraźnie przypalona. Jeśli nie macie kuchenki to ułóżcie je na blasze piekarnika postawionej na najwyższej półce i opalajcie przez 15 minut lub do czasu, aż zaczną ciemnieć.
Opalone cebule dodać do warzyw w garnku, do tego dodać łodyżki natki pietruszki, pozostałe składniki wraz z przyprawami i łyżeczką soli. Wlać 2,5 litra zimnej wody, przykryć i podgrzewać na średnim ogniu do czasu, aż się zagotuje.
Kiedy woda zacznie wrzeć zmniejszyć gaz i gotować na minimalnym ogniu przez przynajmniej 3 godziny. Wywar powinien jedynie „mrugać”, a garnek musi być przez cały czas przykryty.
Ugotowany rosół przecedzić przez sito, na którym zostaną wszystkie warzywa i przyprawy. Na koniec warzywa bardzo dokładnie wycisnąć tak, aby oddały wszystkie soki do garnka – to w nich jest najcenniejszy smak. Tak przygotowany rosół można doprawić jeszcze do smaku odrobiną soli lub pieprzu, podawać tradycyjnie z makaronem, posiekanymi liści pietruszki i małym kawałkiem marchewki z wywaru lub po prostu siorbać z dużego kubka."
