title,image_url,ingredients,instructions,category,ingredients_lemmatized
Dyniowa granola,http://ervegan.com/wp-content/uploads/2015/10/dyniowa-granolaFB-7422.jpg,['Składnikina spory słoik granoli:2\xa0½ szklanki płatków owsianych górskich1 szklanka orzechów nerkowcaokoło 7 – 9 łyżek średnio gęstegopurée z dyni⅓ szklanki syropu klonowego (mniej/więcej do smaku – ja lubię mieszać z daktylowym)2 łyżeczki cynamonu1 łyżeczka imbiru½ łyżeczki kardamonuszczypta gałki muszkatołowejWydrukuj przepis'],"['1. Piekarnik nagrzej do 180°C, a blachę wyłóż papierem do pieczenia. Płatki owsiane przesyp do dużej miski i dodaj do nich posiekane orzechy nerkowca.2. Dodaj przyprawy i wymieszaj, a następnie dodaj purée z dyni, aż masa sklei się i połączy. Porządnie wymieszaj, aż masa dokładnie się połączy. Kolejno przełóż ją na blachę do pieczenia i rozprowadź równomiernie widelcem.3. Włóż do piekarnika i piecz około 30 minut (mimo wszystko pilnuj, aby się nie spaliła), co jakiś czas mieszając masę, by zezłociła się ze wszystkich stron. Pod koniec możesz podsuszyć granolę używając termoobiegu.4. Odstaw do ostudzenia, a potem już tylko zajadaj razem z mlekiem orzechowym! Smacznego.Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Śniadania,
Cieciorella – słodki krem czekoladowy z ciecierzycy,http://ervegan.com/wp-content/uploads/2015/03/cieciorella-nutella-ervegan-9626.jpg,['Składnikina większy słoik:2 szklanki (340g) ugotowanejciecierzycy5 łyżek (100g)masłaorzechowego5 łyżek (50g)kakao1 spora szklanka (150g)suszonychdaktyli½ szklanki (125ml)mlekaroślinnego(lub więcej)Wydrukuj przepis'],"['1. Daktyle zalej wrzątkiem i odstaw na około 10 minut do namoczenia. Ciecierzycę umieść w naczyniu blendera i dodaj kakao, następnie\xa0namoczone i odsączone z wody daktyle, masło orzechowe i połowę mleka roślinnego. Wszystko zmiksuj dokładnie na gładką pastę.2. Dodawaj więcej lub mniej mleka roślinnego by kontrolować konsystencję pasty/kremu. Gotowe! Smarnij na kanapkę lub gofra. Boska cieciorella sprawdzi się również przy naleśnikach i wszelkich babeczkach!']",Śniadania,
Pudding z nasion chia – podstawowy,http://ervegan.com/wp-content/uploads/2014/10/IMG_01641.jpg,"['Składnikina 2-3 średnie porcje:1 puszka całego mleka kokosowego (400ml)1 – 2 szklanki mleka sojowego (bądź migdałowego)5 łyżek nasion chia (albo nawet 6 w gęstszej wersji)1-2 łyżki syropu z agawy (w przypadku dodatku daktyli najczęściej nie dosładzam)dodatki: wszelakie owoce, chipsy kokosowe, orzechy, muesliWydrukuj przepis', '1. Mleko kokosowe i sojowe połącz w dużej misce przy użyciu trzepaczki.2. Dodaj syrop z agawy i ew. dodaj więcej gdy lubisz bardziej słodkie desery.3. Wsyp i wymieszaj z płynem nasiona chia.4. Odstaw do lodówki na minimum 2-3 godziny, ale najlepiej na całą noc.5. Dodaj owoce, lub ulubione deserowe dodatki. Na śniadanie dodaj banana, prażone nerkowce i łyżkę masła orzechowego i smacznego!']","['1. Mleko kokosowe i sojowe połącz w dużej misce przy użyciu trzepaczki.2. Dodaj syrop z agawy i ew. dodaj więcej gdy lubisz bardziej słodkie desery.3. Wsyp i wymieszaj z płynem nasiona chia.4. Odstaw do lodówki na minimum 2-3 godziny, ale najlepiej na całą noc.5. Dodaj owoce, lub ulubione deserowe dodatki. Na śniadanie dodaj banana, prażone nerkowce i łyżkę masła orzechowego i smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Śniadania,chia
Kanapka z bobem „Bób i pajda”,https://ervegan.com/wp-content/uploads/2023/07/bob-i-pajda-ervegan-blog.jpg,"['Składnikina 1 porcję:1 porządna kromka fajnego chleba*150g bobu¼ czerwonej cebuli lub 1 mała szalotka1–2 łyżki soku z cytryny2 łyżki posiekanej natki pietruszki1 łyżeczka oliwyodrobina papryczki chili (opcja)odrobina skórki z cytryny (opcja)trochę świeżych listków*2 łyżki wegańskiego labneh*sól, pieprzWydrukuj przepis']","['1. Kromkę chleba stostuj, cebulę posiekaj, a bób ugotuj i obierz ze skórki.2. W misce ugnieć nieco szalotkę z solą, pieprzem i sokiem z cytryny. Dodaj pietruszkę i oliwę oraz opcjonalnie chili i skórkę z cytryny. Wszystko wymieszaj.3. Pajdę chleba posmaruj labneh, dodaj rukolę i bobową mieszankę dobroci. Jedz od razu, smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!*Używam pszenno–żytniego chleba na zakwasie z piekarni, ale Wasz ulubiony chleb z marketu też będzie dobry!*Używam rukoli, bo miałem pod ręką – dobierzcie dowolne ulubione, np. szpinak, roszponkę.*Labneh to serek z jogurtu, odsączony z wody – przygotowanie jest proste, jednak jogurt musi na sitku w ściereczce odciekać z wody przez minimum noc w lodówce. Ja robię taki co tydzień i używam w sezonie letnim non stop, bardzo polecam! Konkretnyprzepis znajdziesz tutaj.']",Śniadania,cebula cytryna
Moja studencka kanapka,https://ervegan.com/wp-content/uploads/2022/10/moja-weganska-kanapka-ervegan.jpg,['Składnikina 1 porządną kanapkę:2 kromki chlebusia2 łyżki hummusu*2–3 liście sałaty5–6 plasterków wędzonego tofu1 łyżeczka musztardy*1 kiszony ogórasmały kawałek papryki lub buraka*odrobinka olejuWydrukuj przepis'],"['1. Kromki chleba podpiecz w tosterze lub na suchej patelni.2. Na odrobince oleju podsmaż tofu, ale możesz to pominąć, gdy się\xa0śpieszysz (lub brakuje oleju, a rachunek za prąd przeraża) i użyć go prosto z opakowania, w kanapce smakuje równie dobrze.3. Chlebuś posmaruj hummusem, kolejno nałóż sałatę i wędzone tofu, które posmaruj musztardą.4. Ogórka pokrój na plasterki, a paprykę w słupki (buraka w plastry) i ułóż na tofu z musztardą.5. Całą kanapkę\xa0zamknij drugą kromką chleba również posmarowanego hummusem.6. Zapakuj do lunchboxa lub zjedz od razu, byleby nie w biegu. Smacznego!']",Śniadania,papryka
#15 erBox – Tortilla wrap z pastą z fasoli,http://ervegan.com/wp-content/uploads/2022/07/tortilla-pasta-z-fasoli-ervegan-1.jpg,['Składnikina 1 wrapa:wrap tortilli (z ziarnami)3 łyżkipasty z czerwonej fasoli4 plastry pomidora1 większa garść mieszanki sałat2 łyżeczki ulubionego dressingu4 plastry tofu wędzonego (ok. 60g)ćwiartka paprykiWydrukuj przepis'],"['1. Wrapa przetnij od środka, ale tylko do połowy, tak jakbyś wyznaczał_a jego promień. Rozłóż wszystkie składniki tak jak na zdjęciach i złóż każdą część po kolei. W lunchboxie lekko zmięknie i nic nie będzie się rozpadać. Smacznego!']",Śniadania,tofu
Wegańska tarta quiche z grzybami,http://ervegan.com/wp-content/uploads/2021/10/weganska-tarta-quiche-z-grzybami-ervegan-blog-3.jpg,"['Składniki na niską formę 24cm:1 opakowanie ciasta francuskiego (lub porcja wytrawnego ciasta kruchego)400g grzybów: po 200g kurek i pieczarek1 średnia biała cebula2 ząbki czosnku1 zielona papryka3 łodygi selera naciowego2 łyżki oleju rzepakowego lub oliwy z oliwek2 kostki tofu po 180g1 łyżka soku z cytryny¼ szklanki płatków drożdżowych2 łyżki mąki z ciecierzycy½–¾ szklanki wodysól, pieprzdo podania: świeże ziołaWydrukuj przepis', '1. Formę na ciasto wyłóż papierem do pieczenia oraz wybranym przez siebie ciastem.2. W większej misce zmiksuj: tofu, sok z cytryny, płatki drożdżowe i mąkę z ciecierzycy z ½ szklanki wody.3. W głębszej patelni rozgrzej tłuszcz i podsmaż posiekaną cebulę oraz czosnek. Kolejno podsmaż pokrojonego w kostkę selera naciowego i paprykę – dopraw lekko solą i pieprzem. Warzywa dodaj do miski z tofu, a na patelni podsmaż kolejno pokrojone w mniejsze kawałki grzyby. Na koniec je również dodaj do masy z tofu.4. W zależności, czy masa z tofu jest bardzo gęsta, dodaj pozostałą wodę iporządniedopraw całą masę solą i pieprzem (szczególnie tym drugim). Dobrze wymieszaj i przelej całość na wcześniej przygotowane ciasto.5. Tartę piecz przez około 45 minut w 200°C, aż jej środek będzie ścięty – ale jednak uważaj, aby jej zbytnio nie wysuszyć (będzie się wtedy kruszyć). Odczekaj aż lekko ostygnie i smacznego! Podawaj z dużą porcją świeżych ziół.']","['1. Formę na ciasto wyłóż papierem do pieczenia oraz wybranym przez siebie ciastem.2. W większej misce zmiksuj: tofu, sok z cytryny, płatki drożdżowe i mąkę z ciecierzycy z ½ szklanki wody.3. W głębszej patelni rozgrzej tłuszcz i podsmaż posiekaną cebulę oraz czosnek. Kolejno podsmaż pokrojonego w kostkę selera naciowego i paprykę – dopraw lekko solą i pieprzem. Warzywa dodaj do miski z tofu, a na patelni podsmaż kolejno pokrojone w mniejsze kawałki grzyby. Na koniec je również dodaj do masy z tofu.4. W zależności, czy masa z tofu jest bardzo gęsta, dodaj pozostałą wodę iporządniedopraw całą masę solą i pieprzem (szczególnie tym drugim). Dobrze wymieszaj i przelej całość na wcześniej przygotowane ciasto.5. Tartę piecz przez około 45 minut w 200°C, aż jej środek będzie ścięty – ale jednak uważaj, aby jej zbytnio nie wysuszyć (będzie się wtedy kruszyć). Odczekaj aż lekko ostygnie i smacznego! Podawaj z dużą porcją świeżych ziół.']",Śniadania,seler olej tofu mąka cytryna woda papryka
Krakersy zmieniające życie – doskonałe,http://ervegan.com/wp-content/uploads/2016/01/krakersy-zmieniajace-zycie-9369-3.jpg,"['Składnikina dwie blachy krakersów:1 szklanka pestek słonecznika½ szklanki całych ziaren siemienia lnianego (używam złotego)½ szklanki pestek z dyni4 łyżki ziaren sezamu (użyłem czarnego)1½ – 2 szklanki płatków owsianych górskich2 łyżki nasion chiaokoło 1½ szklanki wody1 łyżeczka syropu klonowego lub z agawy (opcjonalnie)2 – 3 łyżki oleju kokosowego1 łyżeczka soliulubione przyprawy i ziołaWydrukuj przepis', '1. W misce wymieszaj wszystkie suche składniki (pestki dyni możesz posiekać). W\xa0drugiej\xa0połącz wszystkie mokre wraz z roztopionym olejem kokosowym.2. Dodaj składniki mokre do suchych i porządnie wymieszaj wszystko łyżką. Mieszaj,\xa0aż\xa0nasiona i płatki pochłoną wodę, a ciasto będzie dość gęste (wręcz smarownej konsystencji). Odstaw miskę, aż ciasto pochłonie cała wodę, na około 1 – 2 godziny.3. Po tym czasie podziel ciasto na dwie części. W tym momencie możesz dodać jeszcze dodatkowe przyprawy, aby wykonać dwa różne smaki krakersów.4. Jedną z części ciasta przełóż na blachę wyłożoną papierem do pieczenia i wałkiem owiniętym folią spożywczą, rozwałkuj ciasto na około 3 mm grubości.\xa0Ciasto\xa0pokrój\xa0na podłużne prostokąty, małe kwadraciki lub fikuśne trójkąty – pełna dowolność!5. Blachę wstaw do nagrzanego piekarnika na 180°C i piecz krakersy przez około 20 minut. Po tym czasie odwróć je na drugą stronę i piecz jeszcze przez około 10 minut, aż będą rumiane (przypalone smakują jeszcze lepiej…). Pozostaw do ostygnięcia, a\xa0potem\xa0podawaj je z ulubionymi sosami, hummusem albo zajadaj prosto ze słoika!Smacznego!']","['1. W misce wymieszaj wszystkie suche składniki (pestki dyni możesz posiekać). W\xa0drugiej\xa0połącz wszystkie mokre wraz z roztopionym olejem kokosowym.2. Dodaj składniki mokre do suchych i porządnie wymieszaj wszystko łyżką. Mieszaj,\xa0aż\xa0nasiona i płatki pochłoną wodę, a ciasto będzie dość gęste (wręcz smarownej konsystencji). Odstaw miskę, aż ciasto pochłonie cała wodę, na około 1 – 2 godziny.3. Po tym czasie podziel ciasto na dwie części. W tym momencie możesz dodać jeszcze dodatkowe przyprawy, aby wykonać dwa różne smaki krakersów.4. Jedną z części ciasta przełóż na blachę wyłożoną papierem do pieczenia i wałkiem owiniętym folią spożywczą, rozwałkuj ciasto na około 3 mm grubości.\xa0Ciasto\xa0pokrój\xa0na podłużne prostokąty, małe kwadraciki lub fikuśne trójkąty – pełna dowolność!5. Blachę wstaw do nagrzanego piekarnika na 180°C i piecz krakersy przez około 20 minut. Po tym czasie odwróć je na drugą stronę i piecz jeszcze przez około 10 minut, aż będą rumiane (przypalone smakują jeszcze lepiej…). Pozostaw do ostygnięcia, a\xa0potem\xa0podawaj je z ulubionymi sosami, hummusem albo zajadaj prosto ze słoika!Smacznego!']",Śniadania,sezam olej dynia woda sos
Prosty paprykarz z kaszy jaglanej,http://ervegan.com/wp-content/uploads/2015/11/paprykarz-wegetarianski-8191.jpg,"['Składnikina średni słoik (kilka kanapek):¾ szklanki suchej kaszy jaglanej2\xa0szklanki marchewki lub selera, startej na grubych oczkach1 średnia biała cebula3 łyżeczki dobrego koncentratu pomidorowego2 łyżeczki łagodnego oleju (rzepakowego, słonecznikowego)1 łyżeczka sosu sojowego tamari lub ciemnego½ łyżeczki ziela angielskiego mielonego1 łyżeczka papryki wędzonej słodkiej (lub zwykłej ostrej)1–2 łyżkipłatków drożdżowychsól i pieprzWydrukuj przepis', '1. Cebulę posiekaj i podsmaż na oleju na rozgrzanej patelni. Dodaj do tego startą marchew i duś przez kilka minut.2. Kaszę jaglaną ugotuj na półsypko z 1½–2 szklankami wody. Przygotuj ją tak, jak lubisz: jeśli wolisz konsytencję bardziej płynnej pasty, dodaj więcej wody; jeśli wolisz\xa0wyczuwalne ziarenka kaszy – dodaj mniej. Ja zdecydowanie wybieram drugą opcję, co widać na zdjęciach. A jeśli chcesz, aby paprykarz jednak przypominał gładką pastę – lekko rozgotuj kaszę.3. Do podduszonej marchewki z cebulą dodaj kaszę jaglaną, przyprawy i przecier pomidorowy. W razie potrzeby, gdyby kasza za bardzo zagęszczała konsystencję, dodawaj po odrobinie wody. Wszystko dokładnie wymieszaj i dopraw solą oraz pieprzem.4. Paprykarz gotowy! Przełóż go do słoika albo od razu zajadaj z bułką na zakwasie.Smacznego!']","['1. Cebulę posiekaj i podsmaż na oleju na rozgrzanej patelni. Dodaj do tego startą marchew i duś przez kilka minut.2. Kaszę jaglaną ugotuj na półsypko z 1½–2 szklankami wody. Przygotuj ją tak, jak lubisz: jeśli wolisz konsytencję bardziej płynnej pasty, dodaj więcej wody; jeśli wolisz\xa0wyczuwalne ziarenka kaszy – dodaj mniej. Ja zdecydowanie wybieram drugą opcję, co widać na zdjęciach. A jeśli chcesz, aby paprykarz jednak przypominał gładką pastę – lekko rozgotuj kaszę.3. Do podduszonej marchewki z cebulą dodaj kaszę jaglaną, przyprawy i przecier pomidorowy. W razie potrzeby, gdyby kasza za bardzo zagęszczała konsystencję, dodawaj po odrobinie wody. Wszystko dokładnie wymieszaj i dopraw solą oraz pieprzem.4. Paprykarz gotowy! Przełóż go do słoika albo od razu zajadaj z bułką na zakwasie.Smacznego!']",Śniadania,seler olej sos papryka marchew woda cebula bułka
Najlepszy śniadaniowy twarożek z tofu,http://ervegan.com/wp-content/uploads/2015/08/twarozek-z-tofu-5464.jpg,"['Składniki:1 kostka (180g) tofu naturalnegopęczek rzodkiewek (2–3 możesz zostawić na kanapkę)3 sztuki dymki wraz ze szczypiorem2–3 łyżeczki mleka kokosowego (lub śmietanki kokosowej)sok z połowy cytrynyodrobina wody (opcjonalnie)sól, pieprzWydrukuj przepis', '1. Tofu dokładnie pokrusz w dłoniach na małe strzępki, bądź ugnieć widelcem.2. Pokrojoną w małą kostkę rzodkiew i cebulkę dodaj do tofu razem z posiekanym szczypiorem.3. Dodaj mleko kokosowe oraz odrobinę soku z cytryny i porządnie zamieszaj, w razie potrzeby dodaj wody, lub więcej mleka.4. Popraw porządnie pieprzem oraz solą i odstaw na kilka minut, aż smaki się połączą.5. Gotowe! Twarożek smaruj na kanapki, bądź zajadaj prosto widelcem z miseczki, przegryzając razowym chlebem.']","['1. Tofu dokładnie pokrusz w dłoniach na małe strzępki, bądź ugnieć widelcem.2. Pokrojoną w małą kostkę rzodkiew i cebulkę dodaj do tofu razem z posiekanym szczypiorem.3. Dodaj mleko kokosowe oraz odrobinę soku z cytryny i porządnie zamieszaj, w razie potrzeby dodaj wody, lub więcej mleka.4. Popraw porządnie pieprzem oraz solą i odstaw na kilka minut, aż smaki się połączą.5. Gotowe! Twarożek smaruj na kanapki, bądź zajadaj prosto widelcem z miseczki, przegryzając razowym chlebem.']",Śniadania,tofu rzodkiewka woda cytryna chleb
Idealny twarożek z orzechów nerkowca,https://ervegan.com/wp-content/uploads/2015/01/IMG_0894.jpg,['Składnikina jeden średni słoik:250g orzechów nerkowca (niecałe dwie szklanki)sok z 1 cytryny½ łyżeczki solipieprzWydrukuj przepis'],"['1. Nerkowce namocz w miękkiej wodzie przez całą noc.Czas można skrócić do kilku godzin, ale czym dłużej tym lepiej!2. Namoczone nerkowce przełóż do naczynia wysokoobrotowego, mocnego blendera – albo wysokiego wąskiego naczynia blendera ręcznego. Dodaj sok z cytryny. Zmiksuj na najwyższych obrotach do uzyskania bardzo gładkiej konsystencji.Dopraw do smaku solą i pieprzem i ponownie zmiksuj do wymieszania się masy.3. Zajadaj z żytnim razowym chlebem, szczypiorem i pomidorem, smacznego!']",Śniadania,
Zimowy wegański burger,https://ervegan.com/wp-content/uploads/2024/01/burger.jpeg,"['Składnikina 2 porcje:2 puszyste bułki1 porcja wegańskiego zamiennika mięsa mielonego lub 2 gotowe kotletysos: 4 łyżki musztardy2 łyżki ketchupu2 łyżeczki majonezuserowyplacekziemniaczany: 1 większy ziemniakokoło 100g ulubionego wegańskiego seraodrobina mąki pszennej lub z ciecierzycydodatki: wegański boczekkarmelizowana cebulakilka listków lodowej sałatysól, pieprzolej do smażeniaWydrukuj przepis']","['1. Na odrobinie oleju skarmelizuj cebulę – mieszaj jak najmniej, a gdy zacznie się rumienić i przypalać – podlej delikatnie wodą, aż puści swoje własne cukry i stanie się aksamitnie gładka.2. Na tej samej patelni zrumień lekko boczek, a jego małe kawałki dodaj na górną część bułki, razem z odrobiną sera – podpiecz pod grillem przez kilka chwil.3. Ziemniaka zetrzyj na tarce, grubsze oczka pół na pół z mniejszymi. Zamiennik sera zetrzyj na grubych oczkach, dodaj nieco mąki, sól oraz pieprz. Porządnie wyrób rękoma i uformuj dwa placki, które kolejno podsmaż na średnio rozgrzanym oleju przez kilka minut z dwóch stron.4. Uformuj kotlety i podsmaż je z dodatkiem oleju na patelni, aż będą rumiane.5. W miseczce wymieszaj składniki na sos, sałatę lodową porwij na mniejsze cząstki.6. Spód bułki posmaruj sosem, nałóż sałatę, kotlety i kolejno placka ziemniaczanego. Kolejno nałóż bekon oraz karmelizowaną cebulkę.7. Na koniec nałóż resztę sosu oraz górną część bułki. Zajadaj od razu – smacznego!']",Dania główne,mąka
Tofu cynamonowe,https://ervegan.com/wp-content/uploads/2023/10/glowne.jpg,"['Składnikina 2 porcje:1 kostka tofu (180g)2 łyżki cynamonu3 łyżki skrobi1 łyżeczka imbiru½ łyżeczki soli½ łyżeczki pieprzu2 ziarenka pieprzu syczuańskiego (opcjonalnie)olej rzepakowy do smażenia lub pieczeniasos: 2 łyżki jogurtu, 1 łyżeczka startego imbiru, pieprzdodatki: pieczone ziemniaki i dynia, karmelizowana cebula, boczniaki BBQ, biała kapustaWydrukuj przepis', '1. Tofu pokrój w kostkę, a wszystkie suche składniki wymieszaj w pojemniku. Wrzuć do niego tofu i mocno potrząśnij, aż tofu pokryje się panierką.2. Na patelni rozgrzej olej rzepakowy i smaż tofu przez kilka minut, aż będzie mocno brązowe (od cynamonu!) i chrupiące. Tofu cynamonowe przełóż na ręcznik papierowy.3. Przygotuj dodatki z przepisów poniżej, składniki na sos wymieszaj i podawaj wszystko w głębokim talerzu. Smacznego!', '1. Mały kawałek białej kapusty poszatkuj drobno, przelej wrzątkiem i ugnieć z 1 łyżeczką soku z cytryny i szczyptą soli.']","['1. Tofu pokrój w kostkę, a wszystkie suche składniki wymieszaj w pojemniku. Wrzuć do niego tofu i mocno potrząśnij, aż tofu pokryje się panierką.2. Na patelni rozgrzej olej rzepakowy i smaż tofu przez kilka minut, aż będzie mocno brązowe (od cynamonu!) i chrupiące. Tofu cynamonowe przełóż na ręcznik papierowy.3. Przygotuj dodatki z przepisów poniżej, składniki na sos wymieszaj i podawaj wszystko w głębokim talerzu. Smacznego!']",Dania główne,tofu imbir ziemniak cebula olej cynamon sos kapusta cytryna sól
Tuńczyk z arbuza,https://ervegan.com/wp-content/uploads/2023/08/tunczyk-z-arbuza-ervegan-blog.jpg,"['Składnikina 2 porcje:¼ średniego arbuza3 łyżki sosu sojowego*1 łyżka octu ryżowego*1 łyżeczka oleju sezamowego½ łyżeczki białej pasty miso (opcja)1 arkusz alg noriszczypta pieprzu i opcjonalnie chiliodrobina olejudo podania: ryż, kimchi, ogórek, sezam, tofuWydrukuj przepis']","['1. Piekarnik nagrzej do 180°C. Arbuza pokrój na kawałki jak na filmie* i pozbądź się ewentualnych pestek.2. Ułóż go na blasze, spryskaj odrobiną oleju i wstaw do piekarnika na 20 minut, przy większych kawałkach nieco dłużej. Warto włączyć funkcję termoobiegu.3. W tym czasie wymieszaj marynatę, a gdy arbuz ostygnie, wymieszaj go w pojemniku z marynatą i odstaw do lodówki najlepiej na całą noc.4. Arbuzowe kąski podawaj z ryżem i ulubionymi dodatkami. Smacznego!']",Dania główne,sos olej ryż
Wegańskie fish & chips z bananowca,https://ervegan.com/wp-content/uploads/2023/07/fish-chips-kwiat-bananowca-ervegan.jpg,"['Składnikina 2 porcje:1 puszka kwiatów bananowca (lub seler, tofu, nuggetsy)*panierka: mąka, przyprawa do ryb, sól, pieprz, 1–2 pokruszone arkusze alg noriwoda gazowana lub jasne piwo*olej do smażenia⅓ szklanki majonezu1 łyżka soku z cytryny2 ogórki konserwowe½ małej białej cebuli1 łyżka kaparów*1 łyżeczka posiekanego koperkuszczypta papryki wędzonejćwiartka cytrynyulubione frytkiWydrukuj przepis']","['1. Kwiaty bananowca dobrze przepłucz i obtocz w suchej panierce. Dodaj do niej kolejno wodę lub piwo i wymieszaj, aż do uzyskania konsystencji ciasta naleśnikowego.2. Dobrze rozgrzej olej w małym rondlu, a kąski bananowca zanurzaj w lejącym się cieście i od razu smaż w nim swoje nierybne kąski.3. Przygotuj fryteczki.4. Majonez wymieszaj z sokiem z cytryny, dodaj posiekane: ogórki, cebulę, kapary i koperek. Dopraw do smaku pieprzem i solą, możesz dodać odrobinę wody dla maczalnej konsystencji.5. Całość skropl sokiem z cytryny i zajadaj z szumem morza w słuchawkach. Smacznego!']",Dania główne,seler tofu mąka sól ogórek papryka
Wiosenny bowl ze szczypiorkowym jogurtem,https://ervegan.com/wp-content/uploads/2023/05/wiosenny-bowl-ervegan.jpg,"['Składnikina 2–3 porcje:½ młodej kapustyodrobina oleju1½ szkl. ugotowanej białej fasoli*1 łyżeczka kuminu1 łyżka mąki3 ogórki małosolne3 łyżki wegańskiego jogurtu¼ cytryny2 łyżki szczypiorkukopereksól, pieprz, olejdo podania: komosa ryżowa lub ulubiona kaszaWydrukuj przepis']","['1. Piekarnik nagrzej do 180°C, a kapustę przekrój na pół, a potem jedną z nich pokrój na ćwiartki. Nasmaruj odrobiną oleju, posól, popieprz i wstaw do piekarnika na około 25 minut.2. Fasolę przepłucz, wymieszaj z kuminem, mąką i szcyptą soli. Piecz w piekarniku obok kapusty*. W tym momencie wstaw też komosę lub ulubioną kaszę do gotowania.3. Jogurt wymieszaj z sokiem z cytryny i szczypiorkiem – zblenduj, aż będzie zielony*. Dopraw do smaku solą i pieprzem. Ogórki pokrój wzdłuż na słupki.4. Gdy kasza będzie mięciutka, fasola i kapustka upieczone – przełóż wszystko na talerz, polej jogurtem, zetrzyj nieco skórki z cytryny i oprósz posiekanym koperkiem. Zajadaj od razu, smacznego!']",Dania główne,ogórek
Kimchidorowa,https://ervegan.com/wp-content/uploads/2023/03/kimchidorowa-zupa-ervegan.jpg,"['Składnikina około 4 porcje:1 małacebula1 łyżeczka startegoimbiru2 ząbkiczosnku1 łyżkaoleju2 spore łyżkikoncentratupomidorowegolub 1 puszka pomidorów1–2 łyżkisosusojowego1–1½l litrabulionu*½ szkl.makaronuorzo*½ słoikakimchi(150g)1 szklankafasoli*szczypiorek, sezamWydrukuj przepis', '*W sezonie mogą to być świeże pomidory, choć ja wychowałem się na pomidorowej z koncentratu i jak dla mnie nie ma lepszej 😉*Bulion może być z kostki lub gotowy ze słoiczka 🥕*Makaron typu orzo idealnie tu pasuje, ale np. świderki lub zwykłe nitki też będą super 🍴 Warto też użyć makaronu ze strączków, choć takie wolę gotować osobno.*Ugotowaną fasolę dzielę\xa0sobie na jednoszklankowe porcje i mrożę – potem mam gotowe od ręki właśnie do takich przepisów, polecam ten styl. Można też użyć po prostu 1 puszki ulubionej fasoli, u mnie to była adzuki \U0001fad8']","['1. Cebulę i czosnek posiekaj, podsmaż na oleju razem z imbirem.2. Kolejno dodaj koncentrat lub pomidory z puszki. Po chwili dodaj sos sojowy i bulion.3. Wsyp makaron i gotuj go przez około 10 min. Następnie dodaj kimchi oraz fasolę. Całość dobrze wymieszaj i potrzymaj chwilkę na gazie, aż smaki się połączą.4. Zupę podawaj z posiekanym szczypiorkiem i sezamem, ale możesz też pokusić się o kleks śmietany. Smacznego!']",Dania główne,pomidor
Zupa instant – misto i tofu,https://ervegan.com/wp-content/uploads/2022/10/zupka-instant-miso-tofu-ervegan-blog-4.jpg,"['Składnikina 1 porcję:400mlwody3 łyżkisosusojowego1 porcjamakaronu1 łyżka posiekanejcebulkidymki1 posiekany ząbekczosnku1 łyżeczka startegoimbiru2–3 szt.grzybów*½ kostkitofunaturalnego1 łyżeczkapastymisowarzywa*do podania: szczypior, sezam*Wydrukuj przepis']","['1.\xa0Przygotuj wszystkie składniki: posiekaj cebulkę i czosnek, zetrzyj imbir i pokrój tofu oraz warzywa.2.\xa0W średnim rondlu podgrzej wodę i dodaj sos sojowy. Doprowadź do wrzenia i wrzuć makaron.3.\xa0Po minucie gotowania dodaj: dymkę, czosnek i imbir. Kolejno dorzuć grzyby i tofu. Po kilku minutach sprawdź makaron i jeśli jest już prawie gotowy, zajmij się\xa0pastą miso.4.\xa0Dodaj ją do małej miseczki, do której wlej kilka łyżek powstałego bulionu – dobrze wymieszaj i wlej do rondla – dzięki temu nie zostaną\xa0żadne grudki.5.\xa0Na sam koniec dodaj warzywa (kapustka nie potrzebuje wiele czasu) i gdy makaron będzie w pełni ugotowany – podawaj!6.\xa0Udekoruj posiekanym szczypiorem i sezamem. Smacznego!']",Dania główne,
