title,image_url,ingredients,instructions,category
Pizza portobello – czyli zapiekane pieczarki z warzywami,http://ervegan.com/wp-content/uploads/2015/08/pizza-portobello-5892.jpg,"['Składnikina 2 małe\xa0porcje:2 – 3 pieczarki portobelloulubiony sos pomidorowy, bądź zmiksowane 2 pomidorykawałek cukiniikawałek paprykikilka pomidorków koktajlowych1 malutka cebula1 łyżeczka oliwy z oliwekdo podania: łyżkawegańskiego parmezanuszpinak, bazylia, dowolna ulubiona zieleninaWydrukuj przepis', '1. Do wcześniej nagrzanego piekarnika na 220 stopnii włóż umyte, nasmarowane oliwą i oprószone solą pieczarki bez trzonu (nóżki), który zostaw i posiekaj. Pieczarki piecz około 5 – 10 minut, aż lekko puszczą sok.2. W międzyczasie posiekaj cebulę, zmiksuj pomidory, pokrój w kostkę paprykę oraz cukinię.3. Na każdą pieczarkę wylej część sosu pomidorowego, dodaj cebulę, posiekane trzony pieczarek i wszystkie dodatkowe warzywa. Zapiekaj ponownie przez około 20 minut, aż wszystkie warzywa będą miękkie. Pod koniec zdecydowanie polecam włączyć grilla oraz termoobieg i lekko je przypalić.4. \xa0Gdy pizze są już gotowe, koniecznie udekoruj je świeżymi ziołami i posypwegańskim parmezanem. Smacznego!']",[],Przekąski
Bakłażan faszerowany pieczarkami i kaszą gryczaną,http://ervegan.com/wp-content/uploads/2015/08/faszerowany-baklazan-5785.jpg,"['Składnikina 1 średniego bakłażana:1 bakłażan4 – 5 sztuk większych\xa0pieczarek¾ szklanki ugotowanej kaszy gryczanej (w zależności od upodobań można mniej)1 średnia cebula2 łyżki sosu sojowego2 łyżki płatków drożdżowych (opcjonalnie, lecz zdecydowanie polecam)1 łyżka oleju rzepakowego, bądź oliwy z oliwekglazura\xa0ztegoprzepisu (opcjonalnie)sól, pieprzWydrukuj przepis']","['1. Bakłażana przekrój na pół i poprzecinaj wzdłuż i wszerz, aż do utworzenia charakterystycznej kraty z nacięć. Możesz go wcześniej upiec zglazurą miso, jednak nie jest to konieczne.2. Na rozgrzanej patelni z oliwą podsmaż posiekaną cebulę oraz drobno pokrojone pieczarki, które można również zetrzeć na tarce. Gdy wszystko się poddusi i pieczarki zmniejszą swoją objętość, dodaj wydrążony miąższ bakłażana (surowy, lub upieczony – nic się nie marnuje!).3. W międzyczasie w średnim garnku ugotuj kaszę gryczaną i odcedź. Do gotowej kaszy dodaj zawartość patelni i dopraw sosem sojowym, płatkami drożdżowymi oraz solą i pieprzem do smaku. Za pomocą blendera ręcznego zmiksuj masę w kilku miejscach, aby trochę się połączyła, jednak nie jest to niezbędny krok.4. Bakłażany zapiecz przez około 10 minut w piekarniku nastawionym na 200 stopnii, aż będą miękkie. Następnie nałóż do każdej połówki farsz i odrobinę ugnieć. Zapiekaj ponownie w piekarniku przez około 15 minut.5. Podawaj ze świeżym szczypiorem iparmezanem z nerkowców. Smacznego!']",Przekąski
Wegański tatar – on istnieje!,http://ervegan.com/wp-content/uploads/2015/07/weganski-tatar-5162-4.jpg,"['Składnikina 1 średnią porcję, 2 małe:tatar: 5– 6 sztuk grubych wafli ryżowych (około 50g)2 łyżeczki koncentratu\xa0pomidorowego (lub więcej do koloru)1 łyżeczka dobrej musztardy100 – 150 ml wody mineralnej2 – 3 łyżki oleju rzepakowego2 białe cebule (w tym do podania)1 ząbek czosnku2 łyżki płatków drożdżowych1 łyżeczka papryki ostrejsól, pieprz do smakuogórki kiszone do podania„jajko”do polania: 2 łyżki śmietanki sojowej lubmajonezu1 łyżeczka musztardyszczypta soli kala namakWydrukuj przepis']","['1. Wafle ryżowe pokrusz rękami na drobne, pojedyncze „kawałki” ryżu, jak na zdjęciu powyżej. Koncentrat pomidorowy wymieszaj z musztardą i 100ml wody. Cebulę posiekaj jak najdrobniej.2. Do pokruszonych wafli ryżowy dodaj 3/4 cebuli oraz płatki drożdżowe, a następnie wlej czerwoną miksturę i porządnie wymieszaj dłońmi, a wafle zaczną chłonąć płyn. W miarę potrzeby dodaj więcej wody, bądź oleju. Dopraw porządnie papryką, pieprzem oraz solą i przygotuj jajko do podania tatara, po prostu wymieszaj składniki.3. Tatara podawaj schłodzonego, z posiekanym ogórkiem kiszonym, cebulką, „jajeczną polewą” i koniecznie z dobrym chlebem. Smacznego!']",Przekąski
"Tarty z ciasta francuskiego z kalafiorem, tahini i zatarem",https://ervegan.com/wp-content/uploads/2015/06/IMG_4241.jpg,[],[],Przekąski
Francuskie minitarty z botiwnką,http://ervegan.com/wp-content/uploads/2015/06/IMG_4184.jpg,[],[],Przekąski
"3 proste, wegańskie sosy: koperkowy, słodko-kwaśny i BBQ ze śliwką",http://ervegan.com/wp-content/uploads/2015/06/IMG_4122.jpg,"['Składniki nasos koperkowy ze słonecznika:1 szklanka słonecznikasok z cytryny (stopniowo, do smaku)spory pęczek świeżego koperkusól, pieprz i wodaWydrukuj przepis', 'Składniki nasos BBQ ze śliwką:1 duży pomidor (gargamel, malinowy)1 mała cebula2 łyżki oliwy z oliwek1 – 2 łyżki octu jabłkowego lub winnego2 łyżki super ciemnego sosu sojowego (lub zwykłego)1 – 2 łyżki musztardykilka lub kilkanaście sztuk suszonych śliwek, namoczonych we wrzątku1 łyżeczka wędzonej paprykisól, pieprzWydrukuj przepis', '1. Pomidora sparz wrzątkiem i obierz ze skóry, pokrój w drobną kostkę.2. W średnim rondelku rozgrzej oliwę i podsmaż na niej drobno posiekaną cebulę, a następnie dodaj pokrojonego pomidora i duś na średnim ogniu, aż zmięknie.3. Dodaj sosu sojowego, octu oraz musztardy i porządnie wymieszaj. Zmiksuj na gładką masę.4. Dodaj namoczone, drobno pokrojone śliwki oraz paprykę wędzoną. Dopraw solą oraz pieprzem.5. Duś pod przykryciem na średnim ogniu aż do odparowania wody i uzyskania pożądanej konsystencji, gotowe!', 'Składniki nasos słodko-kwaśny z ananasem:1 duży pomidor (gargamel)1,5 – 2 szklanki pokrojonego w kostkę ananasa1 mała cebula1 łyżka oleju\xa0roślinnego1 łyżka cukru1 łyżeczka octu jabłkowegosok z cytryny (opcjonalnie, do smaku)Wydrukuj przepis', '1. Pomidora sparz wrzątkiem i obierz ze skóry, pokrój w drobną kostkę.2. W średnim rondelku rozgrzej olej\xa0i podsmaż na nim\xa0drobno posiekaną cebulę, dodaj pomidora i duś całość na średnim ogniu.3. Dodaj ocet\xa0oraz cukier\xa0i nadal\xa0duś na średnim ogniu.4. Dodaj ½ porcji ananasa i zmiksuj na gładką masę. Duś pod przykryciem aż do odparowania wody i uzyskania odpowiedniej konsystencji. Dorzuć resztę kawałków ananasa i gotowe!']",[],Przekąski
nibySerowe chipsy z jarmużu,http://ervegan.com/wp-content/uploads/2015/06/IMG_3562.jpg,"['Składnikina chipsy:1 – 2 gałązki z jarmużu3 łyżki tahini2 łyżki płatków drożdżowych + 1 dodatkowa na koniec do posypania2 – 3 łyżki soku z cytrynywodaszczypta soli oraz pieprzu, ew. papryka wędzona i czosnek w proszkuWydrukuj przepis']",[],Przekąski
"Sałatka z quinoa, rzodkiewki i awokado",http://ervegan.com/wp-content/uploads/2015/05/IMG_3594.jpg,"['Składnikina około 3 – 4 porcje:¾ szklanki suchej komosy ryżowej1 duże awokado1 pęczek rzodkiewekkilka gałązek mięty1 – 2 limonkiWydrukuj przepis', '1. Komosę ryżową przepłucz i gotuj na średnim ogniu z wodą w proporcjach 2:1.2. Rzodkiewki pokrój w małe ćwiartki, bądź ósemki.3. Awokado obierz i pokrój w kostkę, skrapiając od razu sokiem z połowy limonki.4. Gdy komosa już się ugotuje i wchłonie całą wodę, dodaj do niej rzodkiewki oraz awokado. Całość skropl sokiem z połowy limonki.5. Do całości dodaj listki świeżej mięty (dużo!) i dokładnie wymieszaj. W razie potrzeby dodaj ponownie sok z limonki, jednak uważaj by sałatka nie była zbyt kwaśna. Gotowe!']",[],Przekąski
Pieczone skrzydełka z kalafiora,https://ervegan.com/wp-content/uploads/2015/05/IMG_3329.jpg,[],[],Przekąski
Pesto z natki marchewki,https://ervegan.com/wp-content/uploads/2015/05/IMG_3223.jpg,[],[],Przekąski
Najprostsza bezjajeczna pasta z ciecierzycy,http://ervegan.com/wp-content/uploads/2015/04/IMG_2447.jpg,"['1. Ciecierzycę zmiażdż widelcem na gładką pastę, ale mimo wszystko z grudkami. Stopniowo dodawał po łyżce oleju i mieszaj, aż do uzyskania odpowiedniej, smarownej konsystencji. W wersji light możesz zastąpić część oleju, mlekiem roślinnym, lubwegańskim majonezem.2. Do pasty dodaj kilka szczypt czarnej soli, sól zwykłą oraz pieprz. Kala namak dodawaj wg własnego gustu i „jajecznych” doznań, każdy ma inną ilość receptorów smaku słonego na języku! Pasta gotowa, podawaj na kanapce żytniego chleba, ze szczypiorkiem bądź rzeżuchą.']","['1. Ciecierzycę zmiażdż widelcem na gładką pastę, ale mimo wszystko z grudkami. Stopniowo dodawał po łyżce oleju i mieszaj, aż do uzyskania odpowiedniej, smarownej konsystencji. W wersji light możesz zastąpić część oleju, mlekiem roślinnym, lubwegańskim majonezem.2. Do pasty dodaj kilka szczypt czarnej soli, sól zwykłą oraz pieprz. Kala namak dodawaj wg własnego gustu i „jajecznych” doznań, każdy ma inną ilość receptorów smaku słonego na języku! Pasta gotowa, podawaj na kanapce żytniego chleba, ze szczypiorkiem bądź rzeżuchą.Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Przekąski
Imbirowy jarmuż z batatem i chipsami z tempehu,http://ervegan.com/wp-content/uploads/2015/03/IMG_2216.jpg,"['Składnikina 1 porcję:2 – 3\xa0garści oberwanych liści jarmużu od grubych gałązek¼ – ½ upieczonego średniego batata (lub ugotowanego)3 – 4 cm kostki wędzonegotempehu2 cm świeżego imbiru1 – 1 ½ łyżeczkimasła orzechowego+ wodaświeże listki kolendry (opcjonalnie)sól, pieprz, wędzona paprykaWydrukuj przepis', '1. Jarmuż dokładnie umyj, umieść na sitku i dokładnie przelej wrzątkiem. Imbir obierz i zetrzyj na tarce na małych oczkach. W małym naczyniu dokładnie wymieszaj i ponacieraj jarmuż imbirem (możesz dodatkowo skropić sokiem z cytryny).2. Tempeh pokrój w podłużne, jak najcieńsze paski. Umieść na wyłożonej papierem do pieczenia blasze i zgrilluj w piekarniku na najwyższym piętrze w temperaturze około 200 stopni, aż się podsuszy i zacznie brązowieć.3. Masło orzechowe stopniowo rozcieńcz odrobiną wody i bardzo dobrze wymieszaj, aby nie pozostały żadne grudki. Batata pokrój w małą kostkę.4. Na talerz wyłóż imbirowy jarmuż, dodaj batata oraz chipsy z tempehu. Wszystko polej sosem z masła orzechowego i dopraw solą, pieprzem oraz świeżymi ziołami. Smacznego!']",[],Przekąski
Lniane krakersy z wędzoną papryką,https://ervegan.com/wp-content/uploads/2015/03/IMG_2078.jpg,[],[],Przekąski
Pieczone nuggetsy z pieczarek,http://ervegan.com/wp-content/uploads/2015/03/IMG_19081.jpg,"['Składnikina kilkanaście nuggetsów:3–4 duże pieczarki½ szklanki parmezanu ztego przepisu, nerkowce zastąp migdałami2 dodatkowe łyżki płatków drożdżowych2 łyżeczki siemienia lnianegosól, pieprz, papryka wędzona, czosnek w proszkukilka łyżek z mąki z ciecierzycy bądź jaglanej (kleik z siemienia lnianego też się sprawdzi)Wydrukuj przepis']",[],Przekąski
"Chrupiąca ciecierzyca w sałatce z porem, jabłkiem i dressingiem z orzechów włoskich",http://ervegan.com/wp-content/uploads/2015/03/IMG_1785male.jpg,"['Składnikina około 1 większą porcję:2 – 3 garści rukoli, bądź dowolnej ulubionej sałaty (lodowa, rzymska, roszponka, jarmuż)1 szklanka ugotowanej ciecierzycy (można użyć z puszki)2 łyżeczki papryki wędzonej½ jabłka lub więcejkawałek pora (5cm) jasnozielona częśćdressing: ¼ szklanki octu balsamicznego½ szklanki wody (zależnie od pożądanej konsystencji)¼ szklanki orzechów włoskich¼ szklanki rodzynek1 ząbek czosnku1 łyżeczka musztardysól, pieprzchipsy z batataWydrukuj przepis']",[],Przekąski
Paszteciki buraczano-batatowe z porem i pestkami dyni,http://ervegan.com/wp-content/uploads/2015/02/IMG_1448.jpg,"['Składnikina kilka-naście pasztecików:1 arkusz wegańskiego ciasta francuskiego1 ½ szklanki purée buraczanego1 upieczony średni batat15cm kawałek pora (zielona i biała część)garść pestek z dyni1 łyżeczka ziół prowansalskich½ łyżeczki papryki wędzonej (opcjonalnie)sól, pieprzWydrukuj przepis']",[],Przekąski
Kopytka z batatów,http://ervegan.com/wp-content/uploads/2015/02/IMG_1441.jpg,"['Składnikina 1 dużą, 2 małe porcje:około 2 – 3 średnie bataty (około 300g gotowego purée)niewiele ponad ½ szklanki mąki kukurydzianej (około 70g)3 – 4 łyżki skrobi ziemniaczanej1 łyżka płatków drożdżowych1 niepełna łyżeczka ziół prowansalskich½ łyżeczki papryki wędzonejsól, pieprzWydrukuj przepis', '1. Batata dokładnie wyszoruj, osusz i zawiń w folię aluminiową. Piecz około 50 – 60 minut w piekarniku nagrzanym do 200 – 220 stopni, aż wetknięty nóż bez problemu przekroi ziemniaka.2. Ostygniętego, upieczonego batata przekrój na pół i wydrąż miąższ przekładając go do naczynia blendera. Zmiksuj wszystkie na gładkie purée (i najlepiej odmierz około 300g, lecz można nastepnie\xa0postępować z dodatkiem mąki na oko).3. Do większej miski przełóż purée batatowe, dodaj mąkę kukurydzianą, pozostałe składniki i 2 szczypty soli. Wymieszaj dokładnie do uzyskania kopytkowego ciasta, będzie łagodniejsze i bardziej miękkie od standardowego. Z ciasta formuj podłużne rolki, z których następnie wycinaj skośne kopytka nożem.4. W dużym garnku zagotuj wodę i lekko posól. Utrzymując lekko wrzącą wodę na średnim ogniu, wrzuć kopytka i gotuj przez kilka minut, a następnie odcedź. Podawaj okraszone wegańską margaryną,kwaśną śmietanąbądź ulubionymi dodatkami. Smacznego!']",[],Przekąski
Pieczone bataty z kwaśnym twarożkiem migdałowym i rozmarynem,http://ervegan.com/wp-content/uploads/2015/01/IMG_1303-3.jpg,"['Składniki:¾ szklanki migdałów (około 100g)50-100mlrejuvelaculub wodysok z ½ – 1 cytryny1 – 2 duże bataty2 gałązki świeżego rozmarynu1 – 2 łyżeczki oliwy z oliweksól, pieprzWydrukuj przepis']",[],Przekąski
Pieczone czipsy z batata,http://ervegan.com/wp-content/uploads/2014/12/IMG_0727.jpg,[],[],Przekąski
"Lekka sałatka z czerwoną fasolą, mango i tortilla chips",http://ervegan.com/wp-content/uploads/2014/12/vscocam-photo-25.jpg,"['Składnikina dużą miskę:3-4 duże garści różnych sałat (lub ze dwa opakowania gotowej mieszanki)½ – ¾ puszki czerwonej fasoli (około ¾ – 1 szklanki ugotowanej)½ awokado½ mango1 papryka2 pomidorykilka tortilla czipsów4 łyżeczki soku z cytryny1 łyżka oleju słonecznikowego (lub z pestek winogron)natka pietruszki lub kolendrasól, pieprzWydrukuj przepis', '1. Sałatę umyj, poszarp i przełóż do miski. Wszystkie warzywa pokrój w małą kostkę.Awokado z jednym pomidorem przełóż do małej miski i polej łyżeczką soku z cytryny, dodaj odrobinę posiekanej pietruszki. Zmiażdż widelcem awokado do lekkiego połączenia.2. Do dużej miski z sałatą wsyp fasolę oraz pozostałe warzywa i owoce. Wszystko dokładnie wymieszaj i posyp posiekaną natką pietruszki. Dołóż kilka tortilla czipsów, możesz je połamać.3. W małej szklance rozrób pozostały sok z cytryny (3 łyżeczki) z olejem, dopraw pieprzem oraz solą i dodaj natki pietruszki. Polej sałatkę sosem, dokładnie wymieszaj i podawaj z salsą z awokado.']",[],Przekąski
Wędzona pasta bezrybna,https://ervegan.com/wp-content/uploads/2014/12/pasta-bezrybna-ervegan.jpg,[],[],Przekąski
Wiosenna sałatka jesienią,http://ervegan.com/wp-content/uploads/2014/12/sokmarchwiowy-2.jpg,['Składnikina jedną porcję:1 gruszka½ szklanki posiekanej kapusty2-3 garści roszponki (jak ktoś lubi ostrzejsze smaki: rukoli)1 nieduża marchew2 łyżeczki ziaren słonecznikaWydrukuj przepis'],[],Przekąski
"Paszteciki z czerwoną soczewicą, szpinakiem oraz pieczarkami",http://ervegan.com/wp-content/uploads/2014/12/IMG_05981.jpg,"['Składnikina około 10 pasztecików:1 arkusz wegańskiego ciasta francuskiego500 g pieczarek150 g mrożonego szpinaku w liściach½ szklanki czerwonej soczewicy1 łyżeczka sosu tamari\xa0(lub sojowego)1 łyżka płatków drożdżowych½ łyżeczki papryki wędzonej1 łyżeczka papryki ostrej½ łyżeczki czosnku w proszkuolej do smażeniasól, pieprzWydrukuj przepis']","['1. Piekarnik nagrzej do 220°C, blachę wyłóż papierem do pieczenia.2. Na rozgrzanej patelni z odrobiną oleju podsmaż drobno pokrojone pieczarki. Dodaj zamrożony szpinak i soczewicę. Duś pod przykryciem i co jakiś czas dolewaj po odrobinie wody, którą wchłonie soczewica. Dodaj przyprawy i sos sojowy.3. Gdy pieczarki się usmażą, szpinak połączy, a soczewica będzie\xa0miękka, opcjonalnie możesz połowę masy zmiksować ręcznym blenderem lub rozgnieść widelcem. Masa będzie wtedy bardziej smarowna i łatwiejsza do nakładania.4. Arkusz ciasta francuskiego przekrój na pół, następnie rozwiń i podziel każdy na 5 prostokątów. Na każdy nakładaj farsz i zawijaj. Przełóż na blachę z papierem do pieczenia.5. Paszteciki zapiekaj aż będą złocistobrązowe. Podawaj do zup, kremów, dipów lub zajadaj same.Smacznego!']",Przekąski
Pieczony topinambur z sosem chrzanowym i chili,http://ervegan.com/wp-content/uploads/2014/11/vscocam-photo-32.jpg,[],[],Przekąski
Pieczona dynia z jarmużem,http://ervegan.com/wp-content/uploads/2014/11/1415022806.583088.17-e1415268307147.jpg,"['Składnikina 2 porcje:1/2 dyni hokkaido5-6 średnich gałązek jarmużu2\xa0łyżki tahini2 łyżki śmietanki sojowej bądźsłonecznikowejczosnek w prosku (opcjonalnie)sól, pieprz, oliwaWydrukuj przepis']",[],Przekąski
Pieczone brokuły z czosnkiem,http://ervegan.com/wp-content/uploads/2014/11/1414927482.505096.19.jpg,[],[],Przekąski
Hummus z pieczoną papryką,http://ervegan.com/wp-content/uploads/2014/11/1414931237.713581.67.jpg,"['Składnikina średnią miskę:3 średnie/2 duże czerwone papryki400g ugotowanej ciecierzycy¼\xa0szklanki tahinisok z 1 cytrynyduży ząbek czosnku2 łyżki oliwy z oliwek¼\xa0– ½ łyżeczki kuminuwoda do uzupełnieniasól, pieprz – całkiem\xa0sporoszczypta pieprzu cayenne (opcjonalnie)Wydrukuj przepis']",[],Przekąski
Prosty sos brokułowo-czosnkowy,http://ervegan.com/wp-content/uploads/2014/10/IMG_0190.jpg,"['Składnikina około szklankę sosu:1 szklanka ugotowanych al dente brokułów3-4 łyżki śmietanki sojowej1/4 szklanki mleka sojowego1 ząbek czosnku bądź 1/2 łyżeczki czosnku w proszkusól, pieprzWydrukuj przepis']",[],Przekąski
Korzenny pudding z brązowego ryżu,http://ervegan.com/wp-content/uploads/2014/10/IMG_0098.jpg,"['Składnikina około 6 porcji:200g brązowego ryżu700ml mleka sojowego (inne roślinne również się sprawdzą)65g cukru (można zastąpić ksylitolem, syropem z agawy, bądź zwiększyć ilość daktyli)75g daktyli (około 15 sztuk)1 łyżeczka ekstraktu waniliowego (opcjonalnie)1 łyżeczka kardamonu (najlepiej świeżo zmielonego)½ łyżeczki cynamonu¼ – ½ łyżeczki imbiru¼ gałki muszkatołowejszczypta soliWydrukuj przepis', '1. Odmierzony ryż przesyp do większego garnka i dodaj około 490ml wody oraz szczyptę soli. Doprowadź wodę do wrzenia i gotuj na małym ogniu pod przykryciem przez około 30 minut. (ma tylko lekko pyrkać)2. Gdy ryż się wstępnie ugotuje, dodaj mleko sojowe, ekstrakt z wanilii oraz przyprawy. Znów doprowadź do wrzenia i gotuj na minimalnym ogniu pod przykryciem, przez 15 minut od czasu do czasu mieszając.3. Następnie dodaj posiekane daktyle i nadal gotuj, do wyparowania wody, pod koniec ciągle mieszając (można już bez przykrywki, jeśli jesteśmy pewni, że ryż się odpowiednio rozgotował).4. Odstaw do lekkiego ostygnięcia i podawaj. Pudding nadal świetnie smakuje w temperaturze pokojowej, a nawet z lodówki. Smacznego!']","['1. Odmierzony ryż przesyp do większego garnka i dodaj około 490ml wody oraz szczyptę soli. Doprowadź wodę do wrzenia i gotuj na małym ogniu pod przykryciem przez około 30 minut. (ma tylko lekko pyrkać)2. Gdy ryż się wstępnie ugotuje, dodaj mleko sojowe, ekstrakt z wanilii oraz przyprawy. Znów doprowadź do wrzenia i gotuj na minimalnym ogniu pod przykryciem, przez 15 minut od czasu do czasu mieszając.3. Następnie dodaj posiekane daktyle i nadal gotuj, do wyparowania wody, pod koniec ciągle mieszając (można już bez przykrywki, jeśli jesteśmy pewni, że ryż się odpowiednio rozgotował).4. Odstaw do lekkiego ostygnięcia i podawaj. Pudding nadal świetnie smakuje w temperaturze pokojowej, a nawet z lodówki. Smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!przepis pochodzi z książki „Straight from the Earth” – Myra & Marea Goodman']",Przekąski
Sałatka z marchewkowego julienne i ogórka,http://ervegan.com/wp-content/uploads/2014/10/IMG_0075.jpg,"['Składnikina 1-2 porcje:2 duże marchewki1 średni ogórek2-3 łyżki sosu tamari (opcjonalnie sojowego)sok z 1 limonki (bądź cytryny)1 ząbek czosnku1 papryczka chili bądź szczypta pieprzu cayenne2 łyżeczki cukru (opcjonalnie)1 łyżka uprażonego na patelni sezamuWydrukuj przepis', '1. Obierz marchew, wyszoruj i umyj ogórka.2. Specjalną obieraczką julienne potraktuj marchewkę, ogórka przepołów i wydrąż środek, następnie pokrój na „paski” o grubości do 0,5cm.3. W małej szklance przygotuj sos, mieszając wszystkie składniki.4. Sałatkę polej sosem i dokładnie wymieszaj, posyp sezamem i zajadaj od razu lub odstaw do „przegryzienia” się. Smacznego!']",[],Przekąski
Sałatka z pieczoną dynią i figami,https://ervegan.com/wp-content/uploads/2014/09/1409825401.018737.59-e1728839271863.jpg,"['Dynie piekę pokrojoną w małe kawałki,\xa0trójkąty, kostki, jak kto lubi. Skraca to czas pieczenia i przede wszystkim oczekiwania na efekt finalny. Polecam upiec całą dynię za jednym nagrzaniem piekarnika, na pewno przyda się do puree, lub na kolejne porcje sałatki.\xa0Sos powstał spontanicznie, trudno określić dokładne proporcje, więc kombinujcie dostosowując jego smak pod własne upodobania!', '1. Rukolę przepłucz wodą w durszlaku bądź na sicie i odstaw do odsączenia.2. Dynię pokrój w małe dowolne kawałki np. kostki lub trójkąty. Wyłóż na blasze wyłożonej papierem do pieczenia, posyp solą i pieprzem. Wstaw do nagrzanego piekarnika na 220 stopni i piecz przez około 15-20 minut aż dynia będzie miękka.3. Figi pokrój w ćwiartki bądź ósemki. Nerkowce zmiel w młynku lub posiekaj.4. Przygotuj sos: rozcieńcz tahini z wodą by pozostałą konsystencja pasty lecz nadal nie była zbyt rzadka. Dodaj sok z cytryny i syrop z agawy kontrolując smak (kwaskowatość i jednocześnie słodycz) pod własne upodobania. Dodaj cynamon i porządnie wszystko wymieszaj.5. Rukolę przenieś na talerz, wyłóż\xa0upieczoną dynię oraz figi. Posyp wszystko orzechami nerkowca oraz szczyptą soli oraz pieprzu. Polej sosem i natychmiast podawaj, smacznego!']","['1. Rukolę przepłucz wodą w durszlaku bądź na sicie i odstaw do odsączenia.2. Dynię pokrój w małe dowolne kawałki np. kostki lub trójkąty. Wyłóż na blasze wyłożonej papierem do pieczenia, posyp solą i pieprzem. Wstaw do nagrzanego piekarnika na 220 stopni i piecz przez około 15-20 minut aż dynia będzie miękka.3. Figi pokrój w ćwiartki bądź ósemki. Nerkowce zmiel w młynku lub posiekaj.4. Przygotuj sos: rozcieńcz tahini z wodą by pozostałą konsystencja pasty lecz nadal nie była zbyt rzadka. Dodaj sok z cytryny i syrop z agawy kontrolując smak (kwaskowatość i jednocześnie słodycz) pod własne upodobania. Dodaj cynamon i porządnie wszystko wymieszaj.5. Rukolę przenieś na talerz, wyłóż\xa0upieczoną dynię oraz figi. Posyp wszystko orzechami nerkowca oraz szczyptą soli oraz pieprzu. Polej sosem i natychmiast podawaj, smacznego!Smakowało?Wesprzyj mnie i postaw symboliczną kawę, aby pojawiało się więcej takich przepisów!']",Przekąski
Carpaccio z żółtego buraka z malinami i bazyliowym winegretem,http://ervegan.com/wp-content/uploads/2014/08/IMG_9858-3.jpg,"['Składnikina jedną porcję:2 żółte burakikilka-naście malinspora garść bazylii2 łyżki oliwy z oliwek1 łyżeczka octu winnegosól, pieprzWydrukuj przepis']",[],Przekąski
Pakora i chrupiące placuszki,http://ervegan.com/wp-content/uploads/2014/08/1407588539.441276.66.jpg,"['Składnikina 2-3 porcje:niecała szklanka mąki z ciecierzycy (możesz bez problemu wcześniej zmielić po prostu ciecierzycę w młynku)ok. 2 szklanki wody lub mleka roślinnego (ciecierzyca będzie chłonąć wodę, więc ilość płynu należy kontrolować i ew. dolewać partiami)2 łyżeczki płatków drożdżowych (bezglutenowych, lub pomiń)1 łyżeczka czosnku granulowanego1 łyżeczka ostrej lub słodkiej papryki (pyszna będzie też wędzona)sól, pieprz do smakuolej do smażeniaWydrukuj przepis']",[],Przekąski
Pieczone minicukinie z czosnkiem i bazyliowym winegret,http://ervegan.com/wp-content/uploads/2014/08/1407406140.039292.7.jpg,"['Składnikina ok. 2 porcje:kilkanaście sztuk malutkich cukinii1 główka czosnku, dodatkowo kilka ząbkówolej do natarcia warzyw + 1 łyżka płatków drożdżowych (bezglutenowych, ew. pomiń)niepełna szklanka liści bazylii7 łyżek oliwy z oliwek, ½ – 1 łyżka octu winnegosól, pieprzWydrukuj przepis', '1. Wszystkie cukinie wyszoruj i poodcinaj\xa0brzydkie końcówki. Czosnek obierz tylko z zewnętrznych liści, nie obieraj do końca. Nagrzej piekarnik do 200 stopni.2. Cukinie natrzyj odrobiną oleju, posyp płatkami drożdżowymi, solą oraz pieprzem i wszystko to rozprowadź rękoma.3. Cukinie i główkę czosnku przekrojoną w poprzek rozłóż na blasze wyłożonej papierem do pieczenia. Piecz aż cukinie zaczną brązowieć – około 10 do 15 minut.4. Bazylię dokładnie umyj, włóż do wąskiego i wysokiego naczynia, zblenduj ręcznym blenderem wraz z oliwą, octem, szczyptą soli i pieprzem. Kontroluj kwaśność sosu dodając więcej lub mniej octu.5. Gdy cukinie będą gotowe, wyłóż wszystko na talerz, polej bazyliowym winegretem i rozgnieć ząbki czosnku na cukiniach. Jako pełny obiad podaj z wędzonym tofu i kaszą gryczaną. Smacznego! Pozostały winegret zachowaj do sałatki lub np. pieczonych ziemniaków.']",[],Przekąski
Salsa z mango,http://ervegan.com/wp-content/uploads/2014/07/IMG_9772.jpg,[],[],Przekąski
"Szybkie placuszki z cukinii, ze słonecznikiem i pestkami dyni",http://ervegan.com/wp-content/uploads/2014/07/1406474529.032578.58.jpg,"['Składnikina kilkanaście małych placków, 2 porcje:1 średnia cukinia3 łyżeczki ziaren słonecznika3 łyżeczki pestek dyni2 łyżki lub więcej mąki gryczanej (możesz zastąpić pszenną)1–2 łyżeczki zmielonego siemienia lnianego½ ząbka czosnkuolej do smażeniasól, pieprzWydrukuj przepis']",[],Przekąski
